682862,2277355,100649,3.34,164.019787,215808.274938,60,0.3505,0.3004,1
321821,1478630,49054,4.59,100.876557,112755.471529,86,0.292,0.2188,1
60012,360023,40012,6,163.400664,10002.166217,3,0.2224,0.1667,1
10260,53762,4558,5.24,45.059101,4304.782943,6,0.1912,0.1933,1
15561,86005,6914,5.53,55.494285,6529.965555,6,0.1812,0.182,1
16011,89187,7114,5.57,56.291736,6718.86528,6,0.1797,0.1812,1
12328,177578,78,14.4,8.267371,3707.657852,228,0.1553,0.0794,3
12005,135942,26,11.32,6.18487,117.632237,933,0.2455,0.2339,3
19716,123962,10,6.29,2.284081,118.889278,708,0.3437,0.3853,3
11948,80519,40,6.74,4.996507,426.571309,310,0.3318,0.1996,3
15439,133840,28,8.67,3.83857,189.698232,880,0.3554,0.2251,3
17758,71954,144,4.05,6.361286,7949.65424,174,0.384,0.3079,3
13694,64365,44,4.7,3.922573,754.125602,1107,0.3815,0.3853,3
13694,64365,44,4.7,3.922573,754.125602,1107,0.3815,0.3853,3
20614,98245,44,4.77,3.986281,776.181042,1667,0.3759,0.3785,3
20614,98245,44,4.77,3.986281,776.181042,1667,0.3759,0.3785,3
27534,132125,44,4.8,4.017189,787.150287,2227,0.3733,0.3737,3
27534,132125,44,4.8,4.017189,787.150287,2227,0.3733,0.3737,3
34454,166005,44,4.82,4.035441,793.713241,2787,0.3718,0.3719,3
34454,166005,44,4.82,4.035441,793.713241,2787,0.3718,0.3719,3
41374,199885,44,4.83,4.04749,798.080824,3347,0.3706,0.3699,3
41374,199885,44,4.83,4.04749,798.080824,3347,0.3706,0.3699,3
70656,949510,30,13.44,3.084961,1463.286855,4340,0.1907,0.1302,3
11107,195017,42,17.56,5.091733,156.276402,1182,0.2996,0.1207,3
13514,183138,34,13.55,5.717584,6194.760767,107,0.091,0.0773,3
12504,443698,245,35.48,25.069946,6125.377159,150,0.0388,0.0298,3
36000,7128473,476,198.01,92.384851,12590.541056,7561,0.0563,0.0144,3
11445,93781,12,8.19,1.432691,120.740848,885,0.4223,0.2983,3
11445,93781,12,8.19,1.432691,120.740848,885,0.4223,0.2983,3
112985,4002590,346,35.43,50.734411,12730.746683,110347,0.1624,0.161,3
61349,1721579,1022,28.06,77.873435,8347.299956,59529,0.2028,0.2006,3
112985,4282190,346,37.9,53.469746,12731.763924,110347,0.1518,0.1505,3
97569,2626974,358,26.92,39.043502,11491.287284,95103,0.2132,0.2111,3
67024,1141880,19,17.04,2.797149,10838.432964,65795,0.3295,0.3273,3
17077,446500,297,26.15,35.726113,3360.073608,16369,0.2108,0.2074,3
240369,5451000,234,22.68,23.050314,21372.277136,235829,0.2564,0.2547,3
33401,675528,496,20.22,33.500992,5434.497141,32253,0.2769,0.2736,3
155331,5719417,2415,36.82,168.239053,15980.909361,151891,0.1575,0.1561,3
20082,150616,13,7.5,1.469788,591.700179,534,0.1636,0.207,3
20082,150616,13,7.5,1.469788,591.700179,534,0.1636,0.207,3
11445,93781,12,8.19,1.432691,120.740848,885,0.4223,0.2983,3
14214,137061,13,9.64,2.072936,165.21908,1899,0.1912,0.3026,3
221119,3943588,159,17.83,4.132567,20183.800723,216817,0.3257,0.3234,3
113081,3114357,469,27.54,47.73328,12742.215872,110435,0.209,0.207,3
133123,4508981,470,33.87,59.948697,14266.248094,130103,0.1704,0.1689,3
61349,3016148,1150,49.16,130.173077,8411.054834,59529,0.1161,0.1149,3
268096,9378286,472,34.98,60.99376,23080.526159,263186,0.1667,0.1654,3
185639,7598452,531,40.93,73.343363,17957.617397,181783,0.1417,0.1407,3
16706,137957,129,8.26,9.420635,5471.768347,301,0.2699,0.1487,3
16726,64320,41,3.85,2.594012,4432.902128,92,0.4515,0.2858,3
27623,233546,25,8.45,2.928017,946.296166,1363,0.3716,0.2061,3
10152,130460,1354,12.85,44.562404,5008.053881,78,0.0827,0.0898,3
23412,120948,10,5.17,0.822724,118.035665,1502,0.3002,0.5866,3
14340,9041364,5574,630.5,855.445991,6754.964714,4040,0.004,0.0045,3
123440,1605669,27,13.01,2.731485,1263.641299,4357,0.2267,0.1117,4
213360,1617504,14,7.58,3.118052,945.498172,1704,0.3443,0.1394,4
20360,265113,18,13.02,1.962337,722.293959,633,0.1568,0.0966,4
99340,526789,25643,5.3,106.069821,29714.005889,64,0.4024,0.1907,4
96307,1853552,49,19.25,13.469194,26268.982358,2058,0.1159,0.0535,4
29214,2225387,211,76.18,85.698294,10756.867598,154,0.0429,0.0138,4
14538,1458648,209,100.33,103.279593,5023.771358,112,0.0101,0.0105,4
10798,313606,79,29.04,30.972631,3953.964808,61,0.0945,0.0361,4
28338,2914479,209,102.85,103.416749,10204.239466,112,0.0098,0.0101,4
30798,927486,79,30.12,31.347929,11454.39061,61,0.0929,0.0337,4
42138,4370310,209,103.71,103.449855,15392.424605,112,0.0097,0.0099,4
84414,6641591,211,78.68,86.274733,31465.206482,154,0.0421,0.0129,4
15374,594088,77,38.64,37.431703,5539.055939,114,0.0262,0.0273,4
20374,791563,77,38.85,37.449061,7418.827722,114,0.026,0.0268,4
56021,936286,20,16.71,3.194411,774.976705,1328,0.3733,0.0648,4
1498023,31207734,57,20.83,5.632328,18774.297374,15618,0.2378,0.0488,5
2164760,64685452,52,29.88,3.642164,21017.497084,21828,0.1943,0.0336,5
11790,71658,81,6.08,9.259918,453.689737,91,0.2959,0.1866,5
2164760,64685452,52,29.88,3.642164,21017.497084,21828,0.1943,0.0336,5
17730,118281,101,6.67,11.430768,716.864411,131,0.2697,0.168,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
1470152,44279572,172,30.12,7.126025,24408.825093,7348,0.1728,0.0333,5
23670,165401,101,6.99,12.437256,860.110942,171,0.2575,0.1603,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
1470152,44279572,172,30.12,7.126025,24408.825093,7348,0.1728,0.0333,5
29610,212521,101,7.18,12.998985,945.884701,211,0.2507,0.1561,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
643994,3418851,133,5.31,1.623172,240135.387884,112,0.4033,0.189,5
24696,887937,42,35.95,7.86678,551.696429,681,0.1226,0.029,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
806529,4864159,11,6.03,2.389354,12844.178249,396,0.4765,0.1659,5
35550,259641,101,7.3,13.358409,1002.994824,251,0.2464,0.1528,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
1219574,7382096,11,6.05,2.392382,14804.61832,472,0.4751,0.1653,5
41490,306761,101,7.39,13.608396,1043.752374,291,0.2434,0.1508,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
2380515,14448191,11,6.07,2.397135,24290.634737,589,0.4744,0.1648,5
47430,353881,101,7.46,13.79241,1074.301202,331,0.2412,0.1498,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
53370,401001,101,7.51,13.933558,1098.049953,371,0.2395,0.1485,5
504855,9046865,35,17.92,5.262773,1587.521823,3725,0.3719,0.056,5
742793,18940627,58,25.5,9.498683,4298.573022,6278,0.1719,0.0396,5
943695,39297771,114,41.64,14.578174,413499.932984,4632,0.1365,0.024,5
513351,10360701,201,20.18,15.737402,255119.172671,9,0.0965,0.0496,5
59310,448121,101,7.56,14.045271,1117.041747,411,0.2382,0.1475,5
952203,23737339,49,24.93,11.028598,133532.357251,6734,0.2292,0.0418,5
4690002,12503753,3,2.67,0.472189,3218.734768,2502,0.5889,0.3758,5
52329,1375396,207,26.28,14.236619,3105.30742,1331,0.2472,0.0403,5
1228045,4904179,10,3.99,1.766211,43692.297135,1239,0.4795,0.2512,5
1585478,4623152,4,2.92,0.520831,75119.477303,2594,0.6679,0.3548,5
682712,1505944,210,2.21,3.788387,4797.875789,49,0.6368,0.4534,5
715176,2766523,4,3.87,0.340649,2399.956421,664,0.5045,0.26,5
23052,588933,178,25.55,19.228899,7966.237333,192,0.1852,0.0401,5
3428755,11901587,27,3.47,2.645941,683914.815981,273,0.472,0.2881,5
1270432,5042656,4,3.97,0.174259,21527.879426,352,0.4909,0.2524,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
1270432,5042656,4,3.97,0.174259,21527.879426,352,0.4909,0.2524,5
12127,28306,2303,2.33,21.023439,81.392677,15,0.6942,0.4302,5
503625,9027150,25,17.92,5.205891,851.865078,6765,0.3713,0.0565,5
1489752,5904756,4,3.96,0.188874,38176.500132,432,0.4931,0.2527,5
